PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Room,Side
7110_01,0,False,1,23.0,False,0.0,3.0,0.0,0.0,546.0,False,5,1358,1
7111_01,2,False,2,24.0,False,1058.0,0.0,0.0,280.0,0.0,False,5,1359,1
7113_01,0,False,2,24.0,False,0.0,0.0,0.0,0.0,757.0,False,5,1361,1
7113_02,0,False,0,23.0,False,9.0,1.0,0.0,492.0,109.0,True,5,1361,1
7114_01,0,False,2,24.0,False,0.0,489.0,21.0,0.0,184.0,False,5,1362,1
7116_01,0,True,1,26.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1146,0
7117_01,1,True,0,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1,236,0
7118_01,0,False,1,17.0,False,0.0,1381.0,2.0,0.0,0.0,False,5,1475,0
7119_01,0,False,2,20.0,False,415.0,479.0,0.0,1019.0,239.0,False,5,1476,0
7120_01,0,False,2,22.0,False,0.0,0.0,0.0,0.0,1201.0,False,5,1363,1
7121_01,1,True,0,23.0,False,0.0,0.0,0.0,0.0,0.0,True,1,269,1
7121_02,1,True,0,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,269,1
7126_01,0,False,3,29.0,False,3.0,0.0,664.0,683.0,34.0,False,5,1366,1
7127_01,1,False,2,27.0,False,0.0,4155.0,0.0,1368.0,42.0,False,1,237,0
7127_02,1,True,2,31.0,False,0.0,0.0,,0.0,0.0,True,1,237,0
7128_01,1,False,0,37.0,False,1.0,4462.0,1.0,9206.0,3.0,False,1,238,0
7128_02,1,False,0,44.0,False,0.0,4322.0,3.0,153.0,52.0,True,1,238,0
7128_03,1,False,0,34.0,False,0.0,2612.0,1.0,131.0,2714.0,False,1,238,0
7132_01,0,False,0,23.0,False,602.0,0.0,0.0,0.0,24.0,False,6,1165,1
7133_01,0,False,2,18.0,False,457.0,0.0,11.0,335.0,0.0,False,5,1368,1
7134_01,0,True,1,18.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1148,0
7137_01,0,False,2,23.0,False,,134.0,482.0,,27.0,False,5,1479,0
7140_01,0,False,2,18.0,False,0.0,10.0,0.0,0.0,738.0,False,5,1371,1
7142_01,2,False,2,22.0,False,0.0,0.0,1128.0,0.0,45.0,False,4,474,1
7142_02,2,False,2,10.0,False,0.0,0.0,0.0,0.0,0.0,True,4,474,1
7142_03,2,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,False,4,474,1
7143_01,2,False,2,31.0,False,907.0,0.0,437.0,2.0,0.0,False,5,1372,1
7144_01,0,True,2,48.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1150,0
7148_01,1,False,0,51.0,True,0.0,287.0,0.0,1442.0,66.0,True,0,87,1
7149_01,2,True,1,25.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1482,0
7151_01,2,False,2,32.0,False,288.0,0.0,592.0,670.0,40.0,False,4,459,0
7152_01,0,False,2,8.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1167,1
7152_02,0,True,1,49.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1167,1
7155_01,0,False,1,28.0,False,0.0,0.0,0.0,669.0,16.0,False,5,1375,1
7156_01,2,False,2,3.0,False,0.0,0.0,0.0,0.0,0.0,True,4,475,1
7156_02,2,False,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,4,475,1
7156_03,2,True,2,31.0,False,0.0,0.0,0.0,0.0,0.0,True,4,475,1
7156_04,2,False,2,11.0,False,0.0,0.0,0.0,0.0,0.0,True,4,475,1
7157_01,2,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
7157_02,2,False,2,33.0,False,1631.0,0.0,754.0,0.0,0.0,False,3,219,1
7159_01,1,True,1,32.0,False,0.0,0.0,0.0,0.0,0.0,True,2,263,1
7160_01,0,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1152,0
7161_01,1,False,2,33.0,False,0.0,3624.0,0.0,1537.0,498.0,False,4,476,1
7162_01,0,,2,65.0,False,43.0,21.0,22.0,50.0,731.0,False,5,1485,0
7165_01,2,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1377,1
7166_01,2,False,2,19.0,False,862.0,0.0,5.0,2032.0,0.0,False,5,1378,1
7167_01,1,False,0,33.0,False,0.0,3676.0,0.0,1743.0,1.0,True,1,270,1
7168_01,0,False,2,27.0,False,0.0,11.0,793.0,0.0,84.0,True,6,1168,1
7170_01,0,True,1,31.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1154,0
7171_01,0,True,2,37.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1155,0
7173_01,0,True,1,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1156,0
7175_01,0,False,2,18.0,False,0.0,0.0,773.0,0.0,4.0,False,5,1486,0
7176_01,1,True,0,47.0,False,0.0,0.0,0.0,0.0,0.0,True,2,232,0
7176_02,1,False,2,26.0,False,0.0,6050.0,0.0,662.0,920.0,False,2,232,0
7176_03,1,False,2,25.0,False,0.0,3590.0,0.0,27.0,0.0,True,2,232,0
7177_01,0,False,2,38.0,False,102.0,12.0,14.0,669.0,0.0,False,5,1380,1
7179_01,0,False,2,53.0,False,3.0,2251.0,0.0,95.0,12.0,True,4,460,0
7180_01,0,False,2,38.0,False,0.0,338.0,0.0,453.0,0.0,False,4,478,1
7181_01,2,True,2,28.0,False,0.0,0.0,,0.0,0.0,True,5,1488,0
7182_01,0,False,2,46.0,False,438.0,283.0,944.0,0.0,355.0,False,8,Unknown,2
7184_01,0,False,2,18.0,False,3.0,688.0,0.0,0.0,23.0,True,6,1170,1
7186_01,1,True,2,14.0,False,0.0,0.0,0.0,0.0,0.0,True,4,461,0
7186_02,1,,2,32.0,False,0.0,1369.0,29.0,662.0,22.0,False,4,461,0
7186_03,1,False,2,44.0,False,0.0,0.0,16.0,72.0,4304.0,False,4,461,0
7187_01,0,True,1,28.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1158,0
7188_01,1,False,2,2.0,False,0.0,0.0,0.0,0.0,0.0,True,2,233,0
7188_02,1,False,2,28.0,False,0.0,2896.0,46.0,5248.0,8169.0,False,2,233,0
7188_03,1,True,2,27.0,True,0.0,0.0,0.0,0.0,0.0,True,2,233,0
7189_01,1,True,2,29.0,False,0.0,0.0,0.0,0.0,0.0,True,2,234,0
7190_01,0,True,0,14.0,False,0.0,0.0,0.0,,0.0,True,6,1171,1
7191_01,0,False,2,14.0,False,0.0,0.0,766.0,0.0,0.0,False,5,1490,0
7192_01,0,True,2,17.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1172,1
7193_01,0,False,2,35.0,False,150.0,0.0,96.0,638.0,0.0,True,5,1381,1
7194_01,0,False,3,36.0,False,0.0,129.0,0.0,177.0,444.0,False,5,1382,1
7197_01,2,False,2,51.0,False,106.0,1942.0,115.0,,0.0,False,5,1383,1
7199_01,0,False,2,54.0,False,1.0,0.0,109.0,,1.0,False,6,1174,1
7200_01,1,False,2,37.0,False,300.0,3434.0,0.0,1.0,171.0,True,2,264,1
7202_01,0,False,2,37.0,False,541.0,38.0,713.0,316.0,0.0,False,4,462,0
7203_01,0,False,2,24.0,False,1.0,194.0,0.0,0.0,632.0,True,4,463,0
7205_01,2,False,2,27.0,False,1030.0,0.0,158.0,0.0,28.0,False,5,1386,1
7206_01,0,False,2,38.0,False,622.0,1319.0,42.0,1.0,444.0,False,5,1387,1
7207_01,0,True,2,28.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1160,0
7208_01,0,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1161,0
7208_02,0,False,2,16.0,False,23.0,479.0,0.0,0.0,373.0,False,5,1492,0
7210_01,0,False,2,25.0,False,0.0,0.0,879.0,0.0,0.0,False,5,1493,0
7214_01,0,,0,22.0,False,30.0,0.0,690.0,41.0,0.0,True,5,1389,1
7215_01,2,True,2,24.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1494,0
7216_01,0,False,1,37.0,False,501.0,0.0,179.0,1.0,0.0,True,4,464,0
7217_01,2,False,2,21.0,False,21.0,0.0,874.0,226.0,0.0,True,5,1495,0
7218_01,1,False,3,53.0,False,0.0,0.0,0.0,0.0,0.0,True,1,271,1
7219_01,1,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2,235,0
7219_02,1,True,2,2.0,False,0.0,0.0,0.0,0.0,0.0,False,2,235,0
7219_03,1,True,2,64.0,False,0.0,0.0,0.0,0.0,0.0,True,2,235,0
7219_04,1,False,2,24.0,False,0.0,2921.0,5.0,795.0,3155.0,False,8,Unknown,2
7219_05,1,True,2,40.0,False,0.0,0.0,0.0,0.0,0.0,True,2,235,0
7219_06,1,False,2,32.0,False,0.0,163.0,0.0,6953.0,50.0,False,2,235,0
7221_01,1,False,0,54.0,True,0.0,316.0,1.0,2038.0,388.0,False,1,239,0
7224_01,0,True,2,30.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1175,1
7225_01,1,False,0,37.0,False,0.0,1379.0,130.0,1488.0,75.0,False,0,77,0
7226_01,2,False,2,20.0,False,3191.0,0.0,211.0,21.0,117.0,False,4,481,1
7227_01,2,False,2,22.0,False,741.0,0.0,1028.0,0.0,0.0,False,5,1497,0
7229_01,0,False,1,57.0,False,0.0,1.0,0.0,664.0,19.0,False,5,1391,1
7230_01,0,True,2,34.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1177,1
7232_01,1,False,2,51.0,False,0.0,980.0,273.0,2775.0,419.0,False,1,240,0
7233_01,2,True,2,47.0,False,0.0,0.0,0.0,0.0,0.0,False,4,465,0
7234_01,0,False,2,22.0,False,593.0,34.0,0.0,0.0,0.0,False,6,1163,0
7235_01,1,False,3,36.0,False,0.0,1606.0,511.0,89.0,2220.0,False,1,241,0
7236_01,0,True,2,16.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
7238_01,2,False,3,60.0,False,180.0,0.0,414.0,1181.0,0.0,False,5,1499,0
7240_01,2,False,2,39.0,False,197.0,0.0,2401.0,0.0,0.0,True,5,1392,1
7240_02,2,False,2,18.0,False,49.0,0.0,2885.0,1.0,0.0,True,5,1392,1
7242_01,1,True,0,30.0,False,0.0,0.0,0.0,0.0,0.0,True,1,273,1
7246_01,2,False,2,45.0,False,1781.0,0.0,17.0,0.0,23.0,False,5,1395,1
7247_01,0,False,2,30.0,False,0.0,0.0,0.0,0.0,1150.0,False,5,1396,1
7249_01,3,False,2,21.0,False,1046.0,1.0,0.0,1.0,0.0,False,4,482,1
7249_02,2,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1397,1
7250_01,2,False,0,51.0,False,40.0,716.0,1907.0,0.0,0.0,True,5,1501,0
7252_01,2,False,2,22.0,False,100.0,0.0,1050.0,0.0,23.0,False,4,466,0
7253_01,1,False,2,26.0,False,0.0,896.0,0.0,690.0,1.0,True,3,225,0
7255_01,0,False,2,10.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1166,0
7256_01,0,False,2,21.0,False,42.0,606.0,1.0,38.0,100.0,False,4,484,1
7257_01,0,True,0,14.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1167,0
7257_02,0,False,2,27.0,False,0.0,1.0,12.0,0.0,779.0,False,4,467,0
7258_01,0,False,2,43.0,False,473.0,1390.0,0.0,0.0,0.0,True,5,1502,0
7259_01,0,False,1,22.0,False,28.0,194.0,2.0,0.0,370.0,True,5,1503,0
7260_01,0,False,2,22.0,False,401.0,0.0,196.0,0.0,126.0,False,5,1398,1
7261_01,0,True,1,23.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1168,0
7267_01,1,True,2,25.0,False,0.0,0.0,0.0,0.0,0.0,True,2,265,1
7267_02,1,False,2,35.0,False,0.0,0.0,0.0,0.0,0.0,True,2,265,1
7268_01,0,False,2,30.0,False,0.0,0.0,0.0,27.0,764.0,False,4,468,0
7270_01,0,True,2,37.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1170,0
7271_01,0,False,0,21.0,False,61.0,201.0,222.0,161.0,60.0,False,6,1171,0
7273_01,0,False,0,36.0,False,207.0,0.0,450.0,94.0,0.0,True,6,1183,1
7274_01,0,False,2,13.0,False,305.0,582.0,12.0,19.0,0.0,False,5,1506,0
7276_01,0,False,0,22.0,False,0.0,642.0,0.0,52.0,0.0,False,5,1507,0
7277_01,0,True,2,36.0,False,0.0,0.0,,0.0,0.0,True,6,1184,1
7278_01,0,False,2,17.0,False,,188.0,795.0,0.0,0.0,True,4,485,1
7279_01,1,True,0,38.0,False,0.0,0.0,0.0,0.0,0.0,True,2,236,0
7280_01,2,False,2,34.0,False,5959.0,0.0,3.0,0.0,0.0,False,5,1508,0
7283_01,2,,2,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1509,0
7284_01,0,False,2,17.0,False,,647.0,49.0,74.0,0.0,False,6,1174,0
7285_01,0,True,1,36.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1185,1
7289_01,1,False,0,52.0,False,360.0,1314.0,8.0,641.0,66.0,True,0,78,0
7290_01,1,True,0,32.0,False,0.0,0.0,0.0,0.0,0.0,True,3,227,0
7290_02,1,True,0,35.0,False,0.0,0.0,0.0,0.0,0.0,True,3,227,0
7290_03,1,True,0,27.0,False,0.0,0.0,0.0,0.0,0.0,True,3,227,0
7290_04,1,False,2,36.0,False,83.0,1186.0,0.0,2160.0,736.0,False,3,227,0
7290_05,1,False,2,36.0,False,31.0,3585.0,31.0,1400.0,0.0,False,3,227,0
7292_01,2,False,0,21.0,False,,0.0,0.0,1.0,378.0,False,3,220,1
7296_01,2,False,2,33.0,False,627.0,0.0,171.0,254.0,130.0,False,3,228,0
7297_01,0,False,2,40.0,False,678.0,0.0,229.0,0.0,0.0,False,6,1188,1
7298_01,0,,2,24.0,False,185.0,0.0,478.0,29.0,0.0,True,5,1510,0
7300_01,0,False,2,35.0,False,0.0,0.0,885.0,0.0,0.0,True,6,1189,1
7301_01,2,True,2,29.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1511,0
7302_01,2,False,2,33.0,False,728.0,0.0,285.0,0.0,0.0,False,4,486,1
7303_01,0,False,2,51.0,False,3.0,33.0,12.0,38.0,896.0,False,4,487,1
7304_01,2,True,2,10.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1512,0
7305_01,0,True,2,41.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1190,1
7306_01,0,False,0,26.0,False,1.0,0.0,0.0,0.0,718.0,True,4,471,0
7307_01,0,False,2,39.0,False,19.0,102.0,0.0,678.0,0.0,False,5,1405,1
7309_01,2,False,2,14.0,False,738.0,5.0,297.0,0.0,0.0,False,5,1513,0
7310_01,2,,2,28.0,False,1059.0,0.0,6.0,117.0,0.0,False,3,229,0
7311_01,0,False,2,18.0,False,0.0,949.0,0.0,0.0,0.0,False,5,1514,0
7313_01,2,False,2,41.0,False,2754.0,398.0,21.0,0.0,0.0,False,3,231,0
7314_01,1,,3,33.0,False,0.0,0.0,0.0,,0.0,True,2,237,0
7320_01,0,False,2,26.0,False,814.0,0.0,29.0,16.0,181.0,False,5,1517,0
7321_01,2,True,2,31.0,False,0.0,,0.0,0.0,0.0,True,5,1518,0
7322_01,0,False,2,63.0,False,0.0,0.0,424.0,0.0,2027.0,False,5,1408,1
7323_01,0,False,2,30.0,False,0.0,0.0,547.0,,423.0,False,5,1409,1
7324_01,1,False,2,27.0,False,15.0,2886.0,0.0,249.0,71.0,True,2,238,0
7326_01,0,False,2,47.0,False,2916.0,0.0,14.0,63.0,0.0,False,5,1519,0
7327_01,2,False,2,37.0,False,1413.0,0.0,584.0,3.0,0.0,True,5,1520,0
7328_01,0,False,2,14.0,False,399.0,22.0,458.0,506.0,187.0,False,5,1410,1
7330_01,3,False,2,27.0,False,0.0,63.0,8.0,129.0,2960.0,False,2,268,1
7331_01,2,False,2,61.0,False,1711.0,0.0,0.0,0.0,8.0,False,3,232,0
7332_01,0,False,2,39.0,False,2.0,0.0,0.0,2.0,787.0,False,4,488,1
7334_01,0,False,2,22.0,False,0.0,0.0,787.0,1.0,,False,4,490,1
7336_01,3,False,2,30.0,False,2.0,0.0,5.0,1.0,962.0,False,5,1411,1
7336_02,3,False,2,26.0,False,0.0,0.0,902.0,0.0,0.0,False,5,1411,1
7337_01,1,False,2,25.0,False,0.0,115.0,0.0,1823.0,4041.0,False,0,89,1
7338_01,2,False,2,42.0,False,1318.0,0.0,1386.0,,,False,3,233,0
7339_01,1,False,3,33.0,False,0.0,2107.0,0.0,15586.0,473.0,False,4,474,0
7340_01,1,False,2,60.0,False,0.0,307.0,0.0,484.0,1967.0,False,4,475,0
7341_01,0,True,0,16.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1191,1
7342_01,0,False,2,50.0,False,0.0,185.0,0.0,1.0,558.0,True,6,1178,0
7343_01,0,False,2,22.0,False,0.0,0.0,1.0,95.0,605.0,False,5,1412,1
7344_01,0,False,1,15.0,False,0.0,0.0,9.0,0.0,952.0,False,5,1413,1
7346_01,2,False,2,27.0,False,0.0,0.0,0.0,0.0,,False,4,476,0
7347_01,0,False,0,58.0,False,0.0,435.0,2.0,0.0,239.0,False,6,1179,0
7350_01,0,True,2,48.0,False,0.0,,0.0,0.0,0.0,True,6,1192,1
7351_01,1,True,0,36.0,False,0.0,0.0,0.0,,0.0,True,3,221,1
7353_01,1,False,2,60.0,False,0.0,3435.0,0.0,5458.0,10.0,False,2,269,1
7353_02,1,True,2,46.0,False,0.0,0.0,0.0,0.0,0.0,True,2,269,1
7353_03,1,False,2,58.0,False,0.0,1386.0,2.0,128.0,2577.0,True,8,Unknown,2
7356_01,0,True,2,40.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1181,0
7356_02,0,True,2,3.0,False,0.0,0.0,0.0,,0.0,True,6,1181,0
7358_01,0,False,0,23.0,False,3.0,0.0,2.0,61.0,634.0,False,5,1522,0
7359_01,0,False,1,21.0,False,0.0,434.0,0.0,75.0,135.0,True,4,492,1
7360_01,0,True,0,29.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1194,1
7361_01,1,True,0,23.0,False,0.0,0.0,0.0,0.0,0.0,True,2,239,0
7361_02,1,True,0,41.0,False,0.0,0.0,0.0,0.0,0.0,True,2,239,0
7365_01,0,False,2,20.0,False,0.0,802.0,0.0,16.0,0.0,False,6,1183,0
7366_01,0,False,2,24.0,False,821.0,0.0,0.0,68.0,0.0,False,6,1184,0
7367_01,2,False,2,21.0,False,2611.0,0.0,103.0,4.0,0.0,False,3,234,0
7367_02,2,False,2,55.0,False,1236.0,0.0,52.0,0.0,0.0,False,5,1523,0
7370_01,0,False,2,21.0,False,0.0,70.0,2.0,0.0,486.0,False,5,1525,0
7371_01,0,True,0,42.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1185,0
7372_01,0,False,2,40.0,False,2.0,147.0,0.0,1695.0,1147.0,False,5,1526,0
7374_01,2,True,2,30.0,False,0.0,,0.0,0.0,0.0,True,5,1527,0
7376_01,1,True,2,26.0,False,0.0,0.0,0.0,0.0,0.0,True,4,477,0
7377_01,0,True,1,43.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1186,0
7379_01,0,False,2,20.0,False,9.0,0.0,1540.0,0.0,0.0,False,5,1416,1
7385_01,0,False,1,19.0,False,40.0,0.0,77.0,572.0,0.0,False,5,1417,1
7387_01,1,False,2,40.0,False,0.0,3508.0,761.0,12.0,32.0,True,2,240,0
7388_01,0,True,1,17.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1198,1
7390_01,0,False,2,62.0,False,240.0,0.0,0.0,586.0,10.0,False,6,1190,0
7391_01,0,True,2,32.0,False,0.0,0.0,0.0,,0.0,False,6,1191,0
7392_01,0,True,2,37.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1192,0
7393_01,0,False,3,40.0,False,0.0,0.0,0.0,7.0,782.0,False,4,478,0
7394_01,0,False,0,25.0,False,0.0,653.0,21.0,0.0,0.0,False,6,1193,0
7395_01,1,True,0,17.0,False,0.0,0.0,0.0,0.0,0.0,True,1,277,1
7395_02,1,True,2,46.0,False,0.0,0.0,0.0,0.0,0.0,True,1,277,1
7395_03,1,False,2,38.0,False,4.0,5974.0,0.0,3682.0,197.0,False,1,277,1
7395_04,1,False,0,43.0,True,0.0,486.0,0.0,0.0,2470.0,False,1,277,1
7396_01,1,False,0,28.0,False,6.0,3392.0,3944.0,987.0,0.0,True,2,271,1
7396_02,1,True,2,31.0,True,0.0,0.0,0.0,0.0,0.0,True,2,271,1
7396_03,1,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,True,2,271,1
7398_01,0,False,2,19.0,False,105.0,271.0,1.0,377.0,17.0,True,5,1531,0
7399_01,0,False,2,24.0,False,0.0,0.0,217.0,0.0,544.0,False,5,1418,1
7401_01,2,,0,20.0,False,0.0,0.0,,0.0,0.0,False,4,479,0
7402_01,1,,2,16.0,False,0.0,1417.0,3.0,27.0,186.0,True,2,272,1
7402_02,1,True,0,45.0,False,0.0,0.0,0.0,0.0,0.0,True,2,272,1
7403_01,0,False,2,19.0,False,294.0,79.0,536.0,0.0,0.0,False,6,1194,0
7405_01,0,False,2,23.0,False,0.0,1089.0,311.0,0.0,0.0,True,5,1419,1
7406_01,0,False,2,19.0,False,0.0,78.0,801.0,0.0,7.0,False,6,1195,0
7408_01,2,False,2,32.0,False,193.0,,1116.0,0.0,0.0,False,5,1420,1
7410_01,0,False,2,41.0,False,85.0,804.0,0.0,0.0,0.0,True,6,1201,1
7411_01,0,False,2,30.0,False,1110.0,0.0,439.0,5.0,0.0,False,5,1533,0
7416_01,1,False,0,41.0,False,0.0,10049.0,214.0,5287.0,1845.0,False,1,278,1
7418_01,2,False,2,7.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1534,0
7419_01,0,False,3,39.0,False,1.0,875.0,0.0,6.0,0.0,True,6,1197,0
7419_02,0,False,2,47.0,False,0.0,61.0,805.0,0.0,6.0,True,5,1535,0
7422_01,0,False,2,21.0,False,550.0,0.0,61.0,4.0,5.0,False,6,1204,1
7425_01,0,True,2,29.0,False,0.0,0.0,0.0,0.0,,True,6,1200,0
7425_02,0,False,2,19.0,False,879.0,0.0,0.0,10.0,0.0,False,6,1200,0
7427_01,2,,2,50.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1423,1
7428_01,1,False,2,28.0,False,0.0,132.0,4.0,1915.0,0.0,False,0,79,0
7429_01,2,False,2,38.0,False,1126.0,0.0,23.0,34.0,0.0,False,8,Unknown,2
7430_01,0,False,1,24.0,False,549.0,3.0,201.0,0.0,0.0,False,6,1205,1
7431_01,1,False,0,31.0,False,,2954.0,0.0,170.0,756.0,False,0,90,1
7432_01,1,True,2,38.0,False,0.0,0.0,0.0,0.0,0.0,True,4,481,0
7435_01,1,True,0,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1,244,0
7436_01,0,,2,28.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1202,0
7437_01,1,True,0,45.0,False,0.0,0.0,0.0,0.0,0.0,True,1,279,1
7437_02,1,True,2,47.0,False,0.0,0.0,0.0,0.0,0.0,True,1,279,1
7437_03,1,True,2,60.0,False,0.0,0.0,0.0,0.0,0.0,True,1,279,1
7438_01,0,False,0,42.0,False,0.0,279.0,30.0,409.0,0.0,True,4,483,0
7442_01,0,False,2,43.0,False,20.0,0.0,726.0,,0.0,False,4,495,1
7442_02,0,True,1,17.0,False,0.0,0.0,0.0,0.0,0.0,False,8,Unknown,2
7444_01,0,True,2,17.0,False,0.0,0.0,,0.0,0.0,False,6,1203,0
7445_01,0,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1208,1
7446_01,0,False,2,18.0,False,960.0,672.0,0.0,0.0,168.0,False,6,1204,0
7447_01,2,False,2,24.0,False,,0.0,299.0,814.0,0.0,False,5,1539,0
7448_01,0,False,0,25.0,False,244.0,0.0,40.0,294.0,124.0,False,5,1540,0
7449_01,0,False,1,20.0,False,120.0,321.0,0.0,932.0,175.0,False,5,1541,0
7450_01,0,False,2,23.0,False,509.0,0.0,193.0,0.0,2.0,False,6,1205,0
7452_01,1,True,2,48.0,False,0.0,0.0,0.0,0.0,0.0,True,1,281,1
7452_02,1,False,0,26.0,False,286.0,3387.0,575.0,213.0,548.0,True,1,281,1
7452_03,1,True,0,36.0,False,0.0,0.0,0.0,,0.0,True,1,281,1
7453_01,1,True,0,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2,275,1
7455_01,1,False,0,41.0,False,0.0,1616.0,0.0,758.0,400.0,True,0,80,0
7456_01,0,True,2,21.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1210,1
7457_01,2,False,2,71.0,False,1243.0,0.0,5.0,16.0,34.0,False,4,496,1
7458_01,0,True,2,64.0,False,0.0,0.0,0.0,0.0,0.0,False,6,1211,1
7459_01,1,False,2,33.0,False,0.0,397.0,0.0,1249.0,845.0,False,1,282,1
7460_01,0,False,0,24.0,False,786.0,0.0,0.0,309.0,0.0,True,5,1543,0
7461_01,1,True,2,35.0,False,0.0,0.0,0.0,0.0,0.0,True,3,223,1
7462_01,0,True,1,13.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1206,0
7464_01,0,True,2,11.0,False,0.0,0.0,0.0,0.0,0.0,True,6,1207,0
7472_01,2,True,2,27.0,False,0.0,0.0,0.0,0.0,,True,5,1426,1
7475_01,2,True,2,43.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1545,0
7475_02,2,True,2,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1545,0
7477_01,0,False,1,22.0,False,27.0,0.0,0.0,663.0,0.0,False,5,1546,0
7478_01,1,False,3,56.0,False,0.0,5711.0,0.0,0.0,50.0,True,2,276,1
7479_01,2,True,2,34.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1429,1
7481_01,0,False,2,46.0,False,0.0,0.0,1.0,0.0,1778.0,False,6,1215,1
7483_01,2,False,1,43.0,False,244.0,0.0,358.0,160.0,800.0,True,4,485,0
7484_01,0,False,0,25.0,False,0.0,1435.0,0.0,0.0,0.0,True,6,1209,0
7485_01,1,False,2,26.0,False,36.0,2285.0,0.0,2287.0,159.0,False,8,Unknown,2
7486_01,0,False,0,14.0,False,0.0,184.0,16.0,1234.0,0.0,False,6,1210,0
7487_01,0,False,2,63.0,False,174.0,282.0,321.0,8.0,0.0,True,6,1216,1
7488_01,2,False,2,29.0,False,558.0,0.0,386.0,355.0,0.0,False,4,486,0
7488_02,2,True,1,45.0,False,0.0,0.0,0.0,0.0,0.0,True,4,486,0
7490_01,0,True,2,15.0,False,0.0,0.0,0.0,,0.0,True,6,1217,1
7492_01,2,False,2,19.0,False,193.0,0.0,2956.0,0.0,0.0,True,3,224,1
7494_01,0,False,2,53.0,False,2.0,794.0,425.0,0.0,397.0,False,4,487,0
7495_01,2,False,2,45.0,False,2.0,36.0,1110.0,9.0,0.0,False,5,1431,1
7496_01,1,False,0,41.0,False,0.0,2383.0,0.0,2.0,97.0,True,2,278,1
7498_01,2,False,2,68.0,True,523.0,0.0,859.0,201.0,782.0,False,5,1550,0
7498_02,2,True,2,5.0,False,0.0,0.0,0.0,0.0,0.0,True,5,1550,0
7498_03,2,False,2,27.0,True,30.0,0.0,910.0,0.0,0.0,True,5,1550,0
7499_01,0,False,0,20.0,False,30.0,132.0,1121.0,0.0,0.0,True,5,1551,0
7500_01,3,False,2,54.0,True,1770.0,7.0,228.0,0.0,0.0,False,5,1432,1
7501_01,0,False,2,18.0,False,0.0,0.0,0.0,484.0,320.0,False,5,1433,1
7502_01,1,False,0,45.0,False,66.0,5974.0,0.0,0.0,625.0,True,2,241,0
